,United States,Mexico,Dominican Republic,United Arab Emirates,India,Lebanon,Spain,United Kingdom,Luxembourg,Russia,Malaysia,Canada,Germany,France,Bolivia,Japan,Argentina,Switzerland,Central African Republic,Israel,Italy,Saudi Arabia,Panama,Belgium,Austria,Egypt,Iraq,Yemen,Jordan,Congo,Mali,Tunisia,"Palestinian Territory, Occupied",Bahrain,Morocco,Qatar,"Iran, Islamic Republic of",Oman,Azerbaijan,Kuwait,Chad,Australia,Burkina Faso,Ukraine,Venezuela,Colombia,French Guiana,El Salvador,Turkey,Honduras,Vietnam,New Caledonia,Kyrgyzstan,Poland,Guatemala,Paraguay,Uruguay,Kazakhstan,Chile,Cuba,Cameroon,Puerto Rico,Algeria,Holy See (Vatican City State),Liechtenstein,Ecuador,Martinique,Peru,Costa Rica,Syrian Arab Republic,Cyprus,Belarus,"Moldova, Republic of",Senegal,Mauritania,Greece,Bulgaria,Tajikistan,Turkmenistan,China,Netherlands,Estonia,Georgia,Nicaragua,Réunion,Ivory Coast,Benin,Mauritius,Armenia,Monaco,San Marino,Slovakia,South Korea,Uzbekistan,Madagascar,Libya,Guadeloupe,Aruba,Latvia,Hong Kong,Guinea,Rwanda,Namibia,French Polynesia,Falkland Islands (Malvinas),Sweden,Lithuania,Sudan,Hungary,Togo,Western Sahara,Montenegro,Gabon
Cameroon,0.34175902453378604,0.33511223223702924,0.3381163848194294,0.22062580722521719,0.31769359671931163,0.26139038221236244,0.2721858231340307,0.3437928197263618,0.37910539198422555,0.36227806449679856,0.35131703045322604,0.3407814915660168,0.34657979071999623,0.3995727517332809,0.2101700759368358,0.3154879688115433,0.2551687366985117,0.37661756622532705,0.4164742250196489,0.36162678020193484,0.2742964756153409,0.22206755469786799,0.31127576394888246,0.37816201670771166,0.29313354505897193,0.1941293792631119,0.19131129643176015,0.1941765274688667,0.20904509335532573,0.38850524130432895,0.17659837766939568,0.22035952012560422,0.19787394693625593,0.1745442328675053,0.31821605405871445,0.23429640264265772,0.28681538636212633,0.20965378898557419,0.3003234879531538,0.21005857418726503,0.3531945769108945,0.30246331808749627,0.17467462330108907,0.3038126332967027,0.30688366843867587,0.3041633741883656,0.30664344662768195,0.3146809597210556,0.2288585043676249,0.31265376419278457,0.2551336555664868,0.32013071638743884,0.2531853009885817,0.31942011843670604,0.3267374018804061,0.2748850609708834,0.3272939282503353,0.24310489197375984,0.3345879574067172,0.3203339843608185,1.0,0.3171858721137424,0.24958342317474125,0.35619001683929485,0.27213849427544523,0.30164032988852774,0.3298771016148351,0.29548062640145356,0.33272106678545554,0.1986795105597926,0.21468554047218846,0.24561468177619183,0.1977541555479968,0.25658282927808174,0.22961131227558595,0.222702802879717,0.19591439616842665,0.2160319192082707,0.22496504794754135,0.23076368773572187,0.19711965386949049,0.19788460762135607,0.16997856445404136,0.2723105632888251,0.3111255538911829,0.26282673668778855,0.25816732724152025,0.25643388859080685,0.26341130697077597,0.20550550314215377,0.1674453888423023,0.2039706363987125,0.24783990875125128,0.21367084040210527,0.19536889102428623,0.1863492987764126,0.35351178592332233,0.21234908234883454,0.19806470428322343,0.2207291104394935,0.2511746784108396,0.18657201451348637,0.19145863375963657,0.1674453888423023,0.1712663724680924,0.1674453888423023,0.17581168447274775,0.16963891479219284,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Puerto Rico,0.39822200964336707,0.49661755694131904,0.5265128375856296,0.21452849732567336,0.36028944512643046,0.25034062609848884,0.4416236386489314,0.38946850304626857,0.3618549102902874,0.3964451392408139,0.34055099202710715,0.3946185211949613,0.3860184815333245,0.4373706013613282,0.26935798998994864,0.329597647616118,0.3562500467554971,0.4242379646275679,0.2870424460608896,0.3358426313099002,0.3455438440756695,0.22211273473948978,0.42097149232316655,0.42696429201798547,0.3456350078241134,0.19210629926496492,0.1920106289616088,0.1936650310557404,0.2051761378822322,0.2949339847579536,0.2123855912878302,0.22031635590830378,0.1936158410425015,0.17845236463701186,0.3153885928079354,0.23350816445757971,0.2714698651780417,0.21710623072470436,0.26143315240026765,0.20509447157707306,0.2955671849853606,0.3288488114249106,0.17188125950202748,0.29238764497218406,0.481149862822297,0.4498953982800932,0.2540455586626258,0.41566320342423,0.22857445590691738,0.4349256036668009,0.26469800606673277,0.296205995595228,0.20633118399486583,0.3102017140862712,0.404584515649549,0.32433931889874,0.439104538942948,0.2445424743831388,0.44618120073947865,0.474184783581561,0.3171858721137424,1.0,0.2749900298236445,0.2924760354555067,0.27659338465888483,0.42757851744148945,0.2519785219513099,0.4112062203483001,0.42538444869646763,0.18659340939408398,0.22755247448374072,0.2213514185370743,0.18097175189256243,0.280698245896842,0.21145125519770724,0.20801131561676967,0.20635322396980627,0.19162997728238518,0.18243330128466173,0.2722992856444856,0.20752347007305394,0.19635745714986308,0.17756210626487334,0.36329811709736115,0.24910832279570627,0.2137625050524179,0.26020168590482606,0.2246899388647423,0.2653600235320511,0.22793485977831673,0.1728664310413227,0.182396398562909,0.28329190151910877,0.21312157533424014,0.19876016611721592,0.17569123303241418,0.26108984045768735,0.19761094738652574,0.19274288335372602,0.24013474928403755,0.20678335947082616,0.1881140804362259,0.17375485927869716,0.17438454681899673,0.18423253921402793,0.17588170977027462,0.17892897145718956,0.16827299932461226,0.1674453888423023,0.17102253915050358,0.1674453888423023,0.1674453888423023,0.1686181267572452
Algeria,0.23911705127876204,0.3122327609090241,0.3185291718427462,0.4046275779838473,0.2635559063963392,0.34950399351289296,0.2551694200993123,0.28789995285136516,0.3036189981688028,0.34044394566082037,0.26241128389530843,0.26829737434647194,0.306501680673961,0.34724770904617186,0.23065510499739106,0.24860706269614163,0.24902023772173065,0.3098310729801734,0.2517639750475391,0.297271210006132,0.27406011147345466,0.4268017645301745,0.31216134872942713,0.33893428402035797,0.28293506850524297,0.3509321880044586,0.38553573646032435,0.4119094311853979,0.4221156734639987,0.256663505357812,0.19051553366787088,0.46540313058711535,0.4436964327415429,0.2430020499324258,0.39037801386249493,0.3987914543197223,0.3424860326886561,0.3844754109962276,0.2787064434040981,0.39002183862998063,0.28754241710556383,0.2805408397967102,0.1674453888423022,0.2904175898170829,0.31108262163084777,0.28762283199683414,0.2405434985698287,0.29902575688741295,0.29690731172946994,0.3030916791939714,0.2451918129506021,0.28486203533435916,0.20763755548752894,0.2544670061609984,0.28395418221518165,0.24797561012788483,0.2805014299581342,0.24610848204111857,0.28624715195560024,0.28944806684772184,0.24958342317474125,0.2749900298236445,1.0,0.27997705191952693,0.23399177729009724,0.2714531416522059,0.23545047740321257,0.304643184976942,0.31360524566478276,0.3827382419985036,0.26236048846321525,0.27032170426475655,0.18323358009314705,0.3061017106054611,0.24370263308951334,0.2470986639443793,0.23267102199416345,0.18759529437413203,0.1757582914232586,0.23638569518605912,0.18671314949822504,0.19565762034951062,0.17148128197975288,0.25367938234887666,0.23124175273891723,0.23317224055042074,0.24578488358993045,0.22763660697521515,0.2665847112731098,0.22752504879569135,0.17098916440744394,0.17949065746081572,0.20499464096726283,0.20487044542602617,0.17735204825253215,0.3231899899257955,0.23106635332702874,0.18964175541294392,0.20611498551028617,0.19125053867263608,0.19201100170326446,0.1674453888423022,0.1728398326811984,0.17615583706252524,0.1674453888423022,0.1674453888423022,0.1918324554263705,0.1994744693782079,0.16935809270174562,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.1674453888423022
Holy See (Vatican City State),0.27605860348118205,0.306083453183696,0.3317902986729844,0.2115290374192711,0.2858452276541661,0.2347932195737642,0.24310874316327558,0.2877284278910325,0.3388857321043941,0.31953452501161816,0.3135723787651232,0.2838917798627234,0.3196283801340062,0.3608455504595389,0.22224777932314244,0.2711636406295863,0.24690897926761768,0.3320515779093334,0.32517747859651747,0.31509351399823926,0.2995109118615574,0.20754242523989386,0.2943009336797153,0.3345997317102988,0.28050717785734025,0.18287263903263595,0.1758286609881221,0.18190870581242902,0.18914555226146557,0.3313631138512131,0.1780214963268607,0.20471373570971407,0.18803118507408456,0.17227649522069932,0.2885073564970444,0.20470036003730152,0.2905100570128122,0.2040991888862297,0.297829370468884,0.1971379615406157,0.29851045120286357,0.25848975375097627,0.1717008387725354,0.2609668288158471,0.3092128053630665,0.30980897905471794,0.26952919504431117,0.28852925089339565,0.21151371798276897,0.30276433860034857,0.24260711166272408,0.2790682054669019,0.2131654577178822,0.2852020879191536,0.3315994072063496,0.2963614337498095,0.3067640624307152,0.2126867953571634,0.3272893704065515,0.3092921744850806,0.35619001683929485,0.2924760354555067,0.27997705191952693,1.0,0.2723437709198495,0.31098557404913296,0.33123303189279674,0.320903740121008,0.28960862064034,0.18458564776793673,0.22986585028985718,0.21624641017605462,0.17265312616057515,0.25991127708440054,0.21058360291836853,0.2507246089159981,0.2303623962707747,0.23537106132329266,0.22918660717552253,0.22374479561281546,0.2583462031877606,0.20364305688370188,0.1674453888423022,0.2774706416246572,0.29041277103913654,0.2549173737715399,0.24525527633435873,0.24744762546223797,0.2797415841767017,0.2616647730131688,0.1954498414319289,0.203229641479171,0.25652126036883405,0.21155562352756763,0.18396423703636355,0.17618790618816316,0.3375109284491674,0.1837677866045193,0.20867289891073582,0.21198200621492824,0.2365682781188121,0.22449653093357624,0.17783386824694958,0.1870477957302048,0.1674453888423022,0.1674453888423022,0.1762871975073752,0.1674453888423022,0.1674453888423023,0.1674453888423023,0.19489210662420697,0.17846956410558823,0.1674453888423023
Liechtenstein,0.3059252233821529,0.30525136607982983,0.2989262881163227,0.20535520104643212,0.29235769539045164,0.21995825841177497,0.24658410791458352,0.3315950704895143,0.33705514948323456,0.3099627353755703,0.29984846127473475,0.30497291380060965,0.3630176474902137,0.3591703055648068,0.20860406129871967,0.27635296291059286,0.23979237342239834,0.37697338274030634,0.24347000795065865,0.28770101599027276,0.26482045805414045,0.2173077677917049,0.2743721325059436,0.3454886554333304,0.32404355920978234,0.18561147642301812,0.18839493708079547,0.18540782575562176,0.1989370343061212,0.26418927632898614,0.1868914175855234,0.2155616899383883,0.19568558306217898,0.17571975643016846,0.2654032949508357,0.21609781760098123,0.24143115459129794,0.19537096016377486,0.26166401214550083,0.1908814637324454,0.2801507583158095,0.2744385541949099,0.17027241242560365,0.26177903345135,0.2935143521513005,0.25855345213396097,0.24164494104354461,0.2736655394596629,0.2309749551919018,0.2867520259042141,0.22976154517901026,0.2945970299407903,0.19377825934384918,0.29457377955223896,0.2678105055357455,0.23528055046528318,0.27698717715448484,0.22751912209351943,0.27104158096740005,0.26725418530964296,0.27213849427544523,0.27659338465888483,0.23399177729009724,0.2723437709198495,1.0,0.2628293366756018,0.23070828186091608,0.27651708497920724,0.26681446021616817,0.19519780626692995,0.23862423305739056,0.22414477520121612,0.17108893961014593,0.2585513185461763,0.20219767539715006,0.239170037957799,0.18558614205930601,0.17331999726527603,0.19253456100162958,0.23304617228738378,0.1883041559792078,0.18176594012086722,0.1674453888423022,0.2695710951890613,0.25731826772973077,0.23297810987600032,0.23120276284358676,0.23657834724965565,0.27416952230394964,0.21299706561898513,0.18025127750830727,0.18377516663494442,0.22331311050617753,0.19101173246500724,0.1699736858865153,0.17506283217636398,0.237989520580564,0.19831709052331192,0.1821052208574141,0.22899656602625018,0.21490735574503872,0.22919844847466508,0.1737501996580071,0.193846614135889,0.17636581740777668,0.1674453888423022,0.1717370393406099,0.1674453888423022,0.1674453888423023,0.17460424750831682,0.1674453888423023,0.17101709040799362,0.1674453888423023
Ecuador,0.3140179703234951,0.5193536917301367,0.523021747244185,0.2062373647667184,0.3222296356962956,0.23491968676367536,0.34082708065157874,0.36490919059665927,0.35502608447388095,0.359848014442,0.31495007565921895,0.34034204140766566,0.359547559342676,0.43509362128592266,0.2971493710869143,0.3043339211593976,0.36447313796282566,0.39573666240792715,0.29861658937161484,0.30199581038854206,0.341510222340199,0.21713655337933113,0.47119087619309963,0.45486690497025906,0.3308311880717495,0.1935812887936661,0.19168658509126624,0.19330553620912871,0.2013228635761214,0.2660609250082574,0.23506171535993925,0.23651271300953813,0.19154917142849281,0.17928678011378363,0.32646109312582106,0.22067676513797274,0.2457026766946534,0.22996968299545006,0.2696632176720548,0.1983242202443799,0.25431019528521215,0.3005839850353307,0.17943725114113251,0.2939965065610346,0.5204730211398337,0.5466862585635697,0.2868995168638375,0.45608742995023277,0.23030518142964296,0.47136990113316046,0.28548484018123577,0.2934107543592349,0.2047839148612618,0.2954159952981805,0.4862212399441218,0.3915489253933633,0.4435203321583827,0.27731572224376766,0.4998802025783122,0.4574047668063036,0.30164032988852774,0.42757851744148945,0.2714531416522059,0.31098557404913296,0.2628293366756018,1.0,0.26461185310267465,0.49012104424427894,0.44579848205851436,0.18731464619311589,0.2374735273492251,0.258936130224069,0.20484241284314564,0.32263530053603473,0.20367215891022872,0.2039619008129807,0.22108022824932172,0.19506994654757848,0.17707380125501637,0.26841222503466533,0.22211522367778747,0.1998640613621776,0.1804714595960346,0.4252680846888155,0.27828708266637137,0.23500691883780156,0.25557343453418646,0.27652722498714377,0.2504268848428277,0.2548406387882387,0.186831637747219,0.1865551535710307,0.3116756707348911,0.24784199186385147,0.20020570251286463,0.1779858814493469,0.2792200855342727,0.20358503769429426,0.19433956750395842,0.23335875322185884,0.2063096103097367,0.1845361558620674,0.19205747685059427,0.17682817621490632,0.1740379540606466,0.1674453888423022,0.191390989603466,0.1674453888423022,0.1674453888423023,0.17744858791450313,0.19066438483925763,0.1674453888423023,0.1674453888423023
Martinique,0.24917716764944997,0.2982337318428733,0.3005123096074883,0.1916428037914354,0.2606499995653223,0.2196960032897618,0.22334319613371623,0.28675117587637244,0.3039689113396806,0.2778897607692208,0.28993814108667626,0.2795919103221628,0.2852267626015256,0.3386006234668837,0.1968507822364597,0.2523568495024967,0.23030014457514303,0.310343993913462,0.3126392983623405,0.31620723214871016,0.24393405945159796,0.19369886493327249,0.28552663403657463,0.3312287834627743,0.2566224188986954,0.18062762131768484,0.17506337453459164,0.1760174018531343,0.19069908915193612,0.39219955860638733,0.1674453888423022,0.17766104007815076,0.18849905218287366,0.16996411422337254,0.24886921358648828,0.18836265036874467,0.2737641849629011,0.19979647433852832,0.26133367901646165,0.1801962078110796,0.2973576098151375,0.2562071221674689,0.1745708875320261,0.2452331815822998,0.2791733194155881,0.2746385758253851,0.4376197150437475,0.2739882338912467,0.199479762861706,0.2826888523714328,0.20645629999236348,0.3179452282798957,0.18208949092857096,0.28089198035042207,0.2934338085750532,0.24375853428948036,0.2668351899196286,0.20808815162317718,0.2984915630827727,0.263330573863636,0.3298771016148351,0.2519785219513099,0.23545047740321257,0.33123303189279674,0.23070828186091608,0.26461185310267465,1.0,0.2812453154572805,0.2596098706954777,0.17408992110563348,0.21358747035365677,0.21540707378035284,0.1853457046010203,0.22632922870636285,0.17212373894487842,0.18870933604713303,0.18042013950322777,0.17161990394550042,0.16948163607389788,0.21766704302276707,0.17457752727721543,0.1900429028967826,0.1674453888423023,0.26289805868073246,0.32635432497804895,0.22014033583407389,0.22067844844302598,0.31717094938882495,0.23990952124953702,0.2653124243335828,0.1674453888423023,0.19534366365304345,0.24554391867772118,0.23274043412333012,0.1674453888423023,0.17734929075533445,0.426679942322046,0.1834048980011993,0.22277249454061443,0.2358119985543241,0.2737838323457814,0.23024321505359568,0.21577938703227006,0.1674453888423023,0.1674453888423023,0.17964540785168825,0.18856481369292488,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1724405517277514,0.1674453888423023,0.1674453888423023
Peru,0.33615231040916504,0.5605611448081549,0.5004027066103682,0.20631592428118584,0.36705937107451203,0.25208674190615665,0.3315333950011725,0.3858812495433015,0.34786082614798974,0.40453452764186815,0.35311492126935806,0.3679907747192276,0.36662555272170205,0.46316676957238867,0.2912466552766495,0.3204721727895531,0.3865325196210172,0.3946110698457087,0.290034500917673,0.3399564467247741,0.3458330347106805,0.22120467238764296,0.4744031720275784,0.4604113151164595,0.3398238825312102,0.18855612723848392,0.18422977958148978,0.1886739840733911,0.19561931015256717,0.30219820126245667,0.2245546657764359,0.2313868134999284,0.18733453859376337,0.17751598048965433,0.3472347045140073,0.21549162225921437,0.29896071569205085,0.21108278704948225,0.29589904916520926,0.1935235610603634,0.275445049721867,0.3225629331026183,0.18259835067946706,0.31264515441526297,0.5076768768977213,0.5297990597051536,0.2743110761036234,0.4838073503837338,0.23128281367853554,0.48756114231173797,0.3067178932647595,0.3085344833916993,0.21110267595662047,0.320282344517254,0.5014570381024955,0.4067986319851654,0.4543656498395754,0.2765697022483504,0.49328025839294176,0.4589202915819175,0.29548062640145356,0.4112062203483001,0.304643184976942,0.320903740121008,0.27651708497920724,0.49012104424427894,0.2812453154572805,1.0,0.4195730158855908,0.18308691824181966,0.2356156099157568,0.24876702935292416,0.19700364903516576,0.33311673442727663,0.23252458479415017,0.20142451240680026,0.2146583873536705,0.19576099322467388,0.18173500350356364,0.2831711872178143,0.23577168490572598,0.2026551696401474,0.17477363045831162,0.4039192480909277,0.2814119097845623,0.23144370314655371,0.27166337662656526,0.27128911715807424,0.28765101447438146,0.2575431222793556,0.18243430077379674,0.19216917311347115,0.30122602567532675,0.2502692599202615,0.2147345170066397,0.172972939822975,0.26982701750760363,0.2106264613377712,0.19537450764358855,0.24603248014339552,0.21705813430280507,0.19225060876740974,0.18897652197972403,0.18907792025841264,0.18787044068013126,0.17436832570638394,0.19093958611433215,0.1674453888423022,0.16900293968837332,0.17533931562207838,0.19339443852857652,0.1674453888423022,0.16966973988265122
Costa Rica,0.34259750453411986,0.4797370317302395,0.5026397818272628,0.23408756810475628,0.35002782788729647,0.2739814640782363,0.36310643138320975,0.36036943527491405,0.3371892690832493,0.411863691387067,0.34727138193927487,0.3694334390045527,0.3690035537669796,0.42963272425349286,0.28835209062033995,0.3108980226063087,0.3479953788269541,0.39842850260502294,0.2989809586740153,0.3487461023924504,0.3229470643297485,0.2396196840348469,0.4097059848050637,0.43006024566064605,0.3271673165970381,0.2004415954081451,0.20145003433679975,0.20557475746478504,0.21704589652284179,0.3081227537694935,0.2192743118907451,0.2477909833428671,0.20317442995979773,0.18065626336263885,0.3129973080423495,0.24637318743038672,0.3015584902888092,0.22500309912056426,0.2970439198934941,0.20765707972701608,0.2736932480611166,0.3121890162807648,0.17305500723007394,0.3149172766667312,0.48061382495412386,0.4461781234417824,0.2893085624050228,0.43026724831478436,0.24315784478876123,0.45528449619673317,0.2724539267716741,0.2817785263984576,0.20451964020001512,0.3140310539598413,0.4312723003675384,0.3654335479752636,0.4355299332310314,0.27477888702675446,0.45272207949987897,0.4810725483682132,0.33272106678545554,0.42538444869646763,0.31360524566478276,0.28960862064034,0.26681446021616817,0.44579848205851436,0.2596098706954777,0.4195730158855908,1.0,0.1980210719612856,0.23519586167966022,0.26640130393527806,0.20278792480155394,0.32553310099441013,0.22048882619137533,0.2181174321848165,0.21463020040893932,0.2036471017534781,0.17534341196683123,0.2789927117294272,0.20706681513728298,0.19444557664175022,0.17293844378414058,0.3787236984085933,0.2835688797095167,0.24622158591225263,0.2764169980580432,0.26869208273542144,0.29350049926912747,0.22697139482841666,0.16844973023284215,0.19403351681266712,0.27463896196699544,0.20962907670366004,0.21768768953706596,0.17744986328817092,0.262913310377358,0.21702259021393144,0.18813839164136137,0.23225621338130908,0.21675007428137127,0.1896548856286615,0.19284861648578344,0.17221918267019465,0.19079976270077859,0.1674453888423022,0.1840654691455571,0.1783677504876685,0.1674453888423022,0.1674453888423022,0.17200343611049995,0.1674453888423022,0.1674453888423022
Syrian Arab Republic,0.1833705119790242,0.19007344490464062,0.20162787117224235,0.4532141797102648,0.18872420453371686,0.39625282492763203,0.18682345098407327,0.22559414873853623,0.21222736518394125,0.24608005629295082,0.19144957333978752,0.1931333988086652,0.20884754231892944,0.2127922980462148,0.16962607273303332,0.18545082465590879,0.1819036600863907,0.20644484827139398,0.1917416810496877,0.22760685770693867,0.18321644717231123,0.5014287484596398,0.1990492294867271,0.1958252949342526,0.2019156030289635,0.3908370431787572,0.5498647151339284,0.5267331504586856,0.5700975790194043,0.17659324079059258,0.1799109944424967,0.41040302184748667,0.5157915762902786,0.24985293865450975,0.3207344601141021,0.44476391883783684,0.3028498591319573,0.43393557958934403,0.2183615687544096,0.5325711715163319,0.20923732037864406,0.27327369100758037,0.1674453888423023,0.22468389210530282,0.19395411383256445,0.18236910484716728,0.17169052978038424,0.1987540553060687,0.2898253462780829,0.18769463526547303,0.1769213775940821,0.1870883893277473,0.2181715240205172,0.1801324807456539,0.1814776794699683,0.1736542444356196,0.18400412927688625,0.2028127928767045,0.1881629012492647,0.19420007435284237,0.1986795105597926,0.18659340939408398,0.3827382419985036,0.18458564776793673,0.19519780626692995,0.18731464619311589,0.17408992110563348,0.18308691824181966,0.1980210719612856,1.0,0.23661823429299367,0.21050455702960313,0.1811065715272211,0.1969235923517576,0.1710368792120709,0.21764843243796617,0.21605003629504282,0.16884912127605878,0.16902925851192308,0.18538988746796414,0.16926335636547596,0.1694043414366455,0.1674453888423022,0.1743375124142913,0.17732424964735938,0.17330404085767903,0.2207832390208907,0.17397992443433097,0.22308357571030635,0.17050778893136243,0.1674453888423022,0.1674453888423022,0.17328948136282696,0.17561404301044037,0.1674453888423023,0.23320785107903985,0.18351588990385181,0.1674453888423023,0.1805072358477856,0.17060674784397944,0.1729112791776377,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1674453888423022,0.17037065260215312,0.23761638363308457,0.1812983033275306,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Cyprus,0.24504553447168853,0.2545672946312385,0.2655585582173924,0.24767761756061502,0.2716998856448345,0.2444765435659626,0.2263277438994682,0.295445954705141,0.2576327669157079,0.3217554933884814,0.2676422152099439,0.27563639898984427,0.2791568039040683,0.27656411722247,0.19494229045517897,0.21422042971406197,0.22174367697916453,0.2699564525252981,0.22021899119286847,0.2570730429845768,0.23310501307204445,0.2700111650509168,0.24896953777959474,0.2888798494545153,0.2671227197138991,0.22051255452100527,0.22442872150958815,0.2334464189861083,0.23344385590787253,0.20892059484488312,0.16841833904482706,0.22801496616862804,0.24474666271023848,0.18582253388790204,0.2318592113030975,0.23472844528057057,0.28009065978401837,0.21478256694969022,0.2791434997261697,0.22852875982961018,0.22603618845710172,0.24818022671835316,0.17104786412646633,0.28730996578763945,0.24185639247997626,0.23084240904013054,0.21004698224072627,0.24206839945779124,0.5612859723401988,0.2525251720218058,0.26849986865589226,0.2154854489922423,0.21029135733272963,0.2597425322133362,0.2324207359602437,0.22450214453224693,0.22984387680982832,0.27922632287611515,0.23910004780443816,0.23452890710164231,0.21468554047218846,0.22755247448374072,0.26236048846321525,0.22986585028985718,0.23862423305739056,0.2374735273492251,0.21358747035365677,0.2356156099157568,0.23519586167966022,0.23661823429299367,1.0,0.2703364865357183,0.21538424194058559,0.2176863917250198,0.17764922632210578,0.3177502107895349,0.3057704532745674,0.19745882379297408,0.18522763218299898,0.24274454617068797,0.20487214793038921,0.2618766087138956,0.18706659882022547,0.2176375816413083,0.19363511972573466,0.20721619818213266,0.21339365854922554,0.1969918652971886,0.28656196639999376,0.19037774531146823,0.192640125370227,0.17295242234419728,0.24637234435816802,0.22635403267640852,0.17010479178975224,0.21423312988342758,0.21093895147193642,0.1674453888423023,0.2575993418029736,0.20643466220271067,0.1836946844741011,0.23887716476855458,0.18727773800917868,0.1674453888423023,0.1710184166144627,0.17822663103025527,0.23160376267249427,0.180671770353254,0.16924421312962923,0.1674453888423023,0.1674453888423023,0.17071077628774767,0.1674453888423023
Belarus,0.2187859442949064,0.2594565809185351,0.2658386677983181,0.2264619353063294,0.23610062353410677,0.2301151313761578,0.21720050577303696,0.24435273400791013,0.24084014347878124,0.35324937271819734,0.22656066650214168,0.2531709710233603,0.25772178812645974,0.26639412703350485,0.20657089076662827,0.21509015503782936,0.22088420882309945,0.26192792732232983,0.20860795859134473,0.2409454710775425,0.21793040476005987,0.2352845528860158,0.2629215988365943,0.2824063167959725,0.24592909744106506,0.20829452313258956,0.2209183461030485,0.215552865155905,0.2272162477016525,0.2069664888208248,0.1804804955163929,0.2532422703805759,0.22766094337098386,0.1839394475883166,0.2359043619383474,0.23313196956737425,0.2436198938158154,0.2307953048749818,0.2810756882339892,0.2286603916476483,0.24122778296521274,0.22400970292956845,0.1772571755905047,0.3644251854712436,0.24663849298861562,0.2530434900255536,0.21297404340393478,0.25846145220041206,0.28009397249805834,0.24087108124931245,0.2774575189905737,0.24804083080753514,0.23026865134023333,0.2931008862912573,0.25129107899763914,0.24326690026142606,0.23480207194739322,0.3657506158831886,0.2448470727145322,0.255660717988063,0.24561468177619183,0.2213514185370743,0.27032170426475655,0.21624641017605462,0.22414477520121612,0.258936130224069,0.21540707378035284,0.24876702935292416,0.26640130393527806,0.21050455702960313,0.2703364865357183,1.0,0.2567079582983588,0.24224269280472344,0.20991668431025812,0.22682912147362733,0.3270182383347827,0.18369575248414516,0.172724125568807,0.23359812498210641,0.17684474110611326,0.28065961023388875,0.18508282223577233,0.21185039312243903,0.21739006768735303,0.22997895802476098,0.21786089683445053,0.22263872098967585,0.25655776834582344,0.2330502278814418,0.1674453888423022,0.17481853955875404,0.23372229488401852,0.28206337954535554,0.1674453888423023,0.18334639397613717,0.21498415257411208,0.18877305588798177,0.30703285642798595,0.18112497816724238,0.17215990379632973,0.17601703157021842,0.19445022423616332,0.1674453888423023,0.1787539351548546,0.1730828873781296,0.314316286408595,0.1674453888423022,0.1674453888423022,0.1674453888423022,0.17453003209189755,0.1674453888423022,0.1674453888423022
"Moldova, Republic of",0.17683730112187301,0.20160338593607707,0.19422973762527773,0.1708475580552914,0.18642527451189395,0.1756927360223477,0.18292007995228765,0.1862061751475178,0.1813023989370912,0.20492845278551075,0.18479058700942974,0.18682063683692518,0.1796333469332414,0.18832695002336908,0.17365661311126313,0.17305155146491025,0.18972299594428332,0.18986369338904596,0.1711268986612421,0.17543328780468948,0.18154657759361792,0.17388382078689113,0.20018448040329062,0.20692999478462137,0.1830342463283421,0.16913076051454912,0.17134124645860715,0.1691019637247162,0.16882998822317918,0.17094553928591205,0.1674453888423022,0.18544975884018255,0.16952241399795964,0.1674453888423023,0.18160319469668396,0.16883927880903082,0.19779077870049866,0.17352673743596814,0.19985023740655028,0.17082506840197087,0.1674453888423023,0.1774495452481899,0.1674453888423023,0.2284941550888867,0.19283096605006622,0.20831234307333057,0.1848732975990255,0.19356714895688898,0.19579236833076674,0.18760061992550203,0.18105815318993757,0.18217872491125997,0.17488060935666838,0.21475722121742802,0.19735044692686732,0.205216956254741,0.19490622993968698,0.2517134314294268,0.20877742416613765,0.1975787939877538,0.1977541555479968,0.18097175189256243,0.18323358009314705,0.17265312616057515,0.17108893961014593,0.20484241284314564,0.1853457046010203,0.19700364903516576,0.20278792480155394,0.1811065715272211,0.21538424194058559,0.2567079582983588,1.0,0.20096654519933588,0.18793429523056204,0.1834933109344994,0.20117190110962135,0.17191889951576356,0.1674453888423022,0.18509050409604066,0.1674453888423022,0.17836779700408367,0.1674453888423022,0.18567092738785884,0.18497903897352996,0.17526316733974023,0.1674453888423022,0.20811995058891097,0.19439257757658202,0.18828972805563837,0.1674453888423022,0.19134018814412845,0.1804988014861325,0.20244631250459533,0.1674453888423023,0.1674453888423023,0.18099756607330542,0.1674453888423023,0.1899367597203402,0.18748116217616972,0.1674453888423023,0.1988739518883983,0.1674453888423023,0.1674453888423023,0.18967800293719206,0.1674453888423022,0.21454498417438683,0.1674453888423022,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
