content.pair_id,content.similarity,content.url1,content.url2,content.title1,content.title2,real_lang1,real_lang2,GEO,ENT,TIME,NAR,OVERALL,STYLE,TONE,FRAME
1513624082_1574562466,2.5,http://boingboing.net/2020/02/05/romney-to-vote-in-favor-of-art.html,http://dailycaller.com/2020/02/05/donald-trump-jr-mitt-romney-expelled-gop/,Romney to vote in favor of article of Trump impeachment on abuse of power,Donald Trump Jr. Calls For Mitt Romney To Be Expelled From GOP,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Very Dissimilar
1564470598_1547962439,2.5,http://hotair.com/headlines/archives/2020/03/fda-forcing-cdc-waste-time-double-testing-coronavirus-cases/,http://www.truthdig.com/articles/the-fda-is-forcing-the-cdc-to-waste-time-double-testing-some-coronavirus-cases/,The FDA is forcing the CDC to waste time double testing some coronavirus cases – HotAir,The FDA Is Forcing the CDC to Waste Time Double Testing Some Coronavirus Cases,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1503175926_1503149844,2.5,http://www.dailytelegraph.com.au/news/breaking-news/trump-to-discuss-peace-plan-with-israel/news-story/1dcf82c386cc96e33070f7126219722a,http://www.haaretz.com/israel-news/.premium-the-real-deal-of-the-century-is-peace-between-netanyahu-and-gantz-1.8440197,Trump to discuss peace plan with Israel,The real 'Deal of the Century' is peace between Netanyahu and Gantz,en,en,Other,Other,Other,Other,Other,Other,Other,Other
1518241586_1577442449,3.5,http://www.thedailybeast.com/trump-says-us-killed-qassem-soleimani-to-stop-a-war,http://theconservativeopinion.com/breaking-video-trump-explains-why-he-ordered-the-strike-to-kill-soleimani/,Trump: U.S. Killed Qassem Soleimani to ‘Stop a War’,BREAKING VIDEO: Trump Explains Why He Ordered the Strike to Kill Soleimani,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1610792477_1609486274,2.5,http://www.thesun.co.uk/news/11658084/surgeon-strangled-wife-death-body-pond/,http://lawandcrime.com/crazy/doctor-murdered-wife-once-threatened-her-with-scissors-and-said-he-was-king-of-this-castle-cops/,Surgeon ‘strangled his wife to death and dumped her body in a pond’ after she requested a restraining order,"Doctor Allegedly Murdered Wife, Once Menaced Her with Scissors and Said He Was ‘King of This Castle’",en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1571972142_1549161470,2.5,http://www.jacobinmag.com/2020/03/joe-biden-voting-rights-2020-election,http://www.weaselzippers.us/445531-bernie-bros-warn-of-a-mass-exodus-if-joe-biden-gets-the-democratic-presidential-nomination/,Joe Biden’s Commitment to Defending and Expanding Voting Rights Is Murky at Best,Bernie Bros Warn Of A ‘Mass Exodus’ If Joe Biden Gets The Democratic Presidential Nomination,en,en,Very Similar,Very Similar,Very Similar,Somewhat Dissimilar,Somewhat Similar,Very Similar,Very Similar,Somewhat Similar
1579484689_1577933148,2.5,http://www.aim.org/don-irvine-blog/obama-endorses-biden-forgets-about-liberal-media-backing-democrats/,http://www.thenewcivilrightsmovement.com/2020/04/watch-bernie-sanders-endorses-joe-biden-we-need-you-in-the-white-house/,"Obama endorses Biden, forgets about liberal media backing Democrats",Watch: Bernie Sanders Endorses Joe Biden – ‘We Need You in the White House’,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Very Dissimilar
1592259533_1591244876,2.5,http://crooksandliars.com/2020/04/trump-may-lose-portion-his-elderly-base-if,http://ijr.org/trump-dismisses-bidens-claim-delay-presidential-election/,Trump  May Lose A Portion Of His Elderly Base If He Continues To Ignore Their Pandemic Fears,Trump Dismisses Biden’s Claim He Might Try to Delay the Presidential Election,en,en,Very Similar,Very Similar,Very Similar,Somewhat Dissimilar,Somewhat Dissimilar,Very Similar,Very Similar,Somewhat Dissimilar
1488316048_1486633100,2.5,http://www.gopusa.com/tucker-carlson-blasts-neocons-who-celebrate-strike-on-soleimani-is-it-okay-to-bomb-china-and-mexico-too/,http://slate.com/news-and-politics/2020/01/watch-tucker-carlson-criticize-soleimani-killing-fox-news.html?via=rss,"Tucker Carlson blasts ‘neocons’ who celebrate strike on Soleimani; is it okay to bomb China and Mexico, too?",Watch Tucker Carlson Criticize Soleimani Killing: “Who’s Actually Benefiting From This?”,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1592497098_1603015169,2.5,http://www.alternet.org/2020/04/new-information-comes-to-light-on-trumps-business-dealings-with-the-bank-of-china-politico/,http://amp.dailycaller.com/2020/04/25/politico-updated-article-claiming-donald-trump-owes-millions-bank-of-china?__twitter_impression=true,New information comes to light on Trump’s business dealings with the Bank of China: Politico,Politico Quietly Updates Article After Claiming Trump Currently ‘Owes’ Millions To Bank Of China - The Daily Caller,en,en,Very Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1486685687_1487074224,2.5,http://www.haaretz.com/world-news/wires/1.8353678,http://ijr.com/trump-says-u-s-would-hit-52-iranian-sites-if-american-targets-attacked/,UPDATE 4-White House gives lawmakers formal notice of Iraq strike amid complaints from Democrats,Trump Says U.S. Would Hit 52 Iranian Sites If American Targets Attacked,en,en,Other,Other,Other,Other,Other,Other,Other,Other
1520400240_1518350100,3,http://truthout.org/articles/biden-has-raised-the-most-from-nevada-donors-but-sanders-leads-in-the-polls/,http://legalinsurrection.com/2020/02/biden-flees-new-hampshire-on-primary-day-for-south-carolina/,"Biden Has Raised the Most From Nevada Donors, But Sanders Leads in the Polls",Biden Flees New Hampshire on Primary Day for South Carolina,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar
1518590728_1521417685,3,http://theweek.com/speedreads/895352/elizabeth-warren-didnt-waste-time-before-conceding-new-hampshire,http://dailycaller.com/2020/02/14/bernie-biden-polls-nevada/,Elizabeth Warren didn't waste time before conceding in New Hampshire,Poll: Bernie Sanders Leads Comfortably In Nevada,en,en,Very Similar,Very Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Somewhat Similar
1603849750_1602689395,2.5,http://www.politicususa.com/2020/05/11/larry-kudlow-calls-obamas-criticism-of-trump-so-darn-political.html,http://ijr.org/kudlow-fires-back-obamas-criticism-sounds-so-darn-political/,Larry Kudlow Calls Obama&#8217;s Criticism of Trump &#8220;So Darn Political&#8221;,Kudlow Fires Back at Obama’s Criticism of Coronavirus Response: ‘It Just Sounds so Darn Political’,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1554329027_1553127635,2.5,http://www.mediaite.com/news/as-whereisjoe-trends-on-twitter-biden-emerges-to-blast-trump-behind-the-curve-on-coronavirus-response/,http://ijr.com/tulsi-gabbard-ends-2020-bid/,"As #WhereIsJoe Trends on Twitter, Biden Emerges to Blast Trump: ‘Behind the Curve’ on Coronavirus Response","Biden or Sanders? Tulsi Gabbard Ends 2020 Bid, Leaving Dem Primary to Two-Way Race",en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Dissimilar,Somewhat Similar,Very Similar,Very Similar,Somewhat Dissimilar
1494372836_1575282122,2.5,http://theweek.com/speedreads/889284/stephen-colbert-trevor-noah-pick-apart-remains-trumps-eminent-threat-rationale-striking-iran,http://tennesseestar.com/2020/01/14/amash-says-trumps-claim-of-iran-planning-imminent-attacks-seems-totally-made-up/,Stephen Colbert and Trevor Noah pick apart the remains of Trump's 'eminent' threat rationale for striking Iran,Amash Says Trump's Claim of Iran Planning 'Imminent' Attacks 'Seems Totally Made Up' - Tennessee Star,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar
1623506869_1623495719,3,http://thegrio.com/2020/06/02/6-atlanta-officers-charged/,http://dailycaller.com/2020/06/02/atlanta-police-officers-charged-protest/,6 Atlanta officers charged after students pulled from car,Six Atlanta Police Officers Charged After Ripping College Students From Car During A Protest,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1508586999_1506065978,3,http://ijr.com/trump-proposes-palestinian-state-capital-east-jerusalem/,http://www.haaretz.com/world-news/wires/1.8462482,Trump Proposes Palestinian State With Capital in East Jerusalem,UPDATE 1-Trump to unveil Middle East peace plan to Israelis in spite of serious Palestinian doubts,en,en,Very Similar,Very Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Somewhat Similar
1590169946_1586173768,2.5,http://ijr.org/next-coronavirus-aid-bill-us-congress/,http://slate.com/news-and-politics/2020/04/mitch-mcconnell-coronavirus-states.html?via=rss,Fight Over Next Coronavirus Aid Bill Kicks Into High Gear in U.S. Congress,What Mitch McConnell Really Meant When He Said He’s Going to Screw Over the States,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar
1505995479_1518884028,2.5,http://www.haaretz.com/world-news/wires/1.8462300,http://www.telegraph.co.uk/technology/2020/01/23/british-officials-recommend-role-chinas-huawei-5g-network/,Security and resilience of UK telecoms network paramount - junior minister,British officials recommend role for China’s Huawei in 5G network,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar
1518170843_1507713634,2.5,http://www.thedailybeast.com/trump-praises-mike-pompeos-npr-meltdown-during-a-peace-plan-presser,http://amgreatness.com/2020/01/27/trump-asks-why-npr-exists-after-pompeo-reporter-clash/,Trump Praises Pompeo’s NPR Meltdown—During a Peace Plan Presser,"Trump Asks Why NPR Exists After Pompeo, Reporter Clash",en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Somewhat Similar,Very Similar,Very Similar
1522872535_1521623719,2.5,http://washingtonpress.com/2020/02/16/more-than-1100-former-doj-employees-demand-that-attorney-general-barr-resign/,http://ijr.com/barr-trumps-tweets-make-it-impossible/,More than 1100 former DOJ employees demand that Attorney General Barr resign,AG Barr Criticizes Trump&#8217;s Tweets About DOJ: They &#8216;Make It Impossible to Do My Job&#8217;,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Dissimilar
1495875210_1495960112,2.5,http://www.haaretz.com/world-news/wires/1.8405435,http://hotair.com/archives/ed-morrissey/2020/01/15/hmmm-irs-agents-arrest-avenatti-court-yesterday/,Avenatti arrested for new alleged crimes while on bail,Hmmm: IRS agents arrest Avenatti in court yesterday -- and feds add money-laundering counts today,en,en,Very Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar,Somewhat Similar,Very Similar,Very Similar
1513067256_1514211711,2.5,http://hotair.com/archives/jazz-shaw/2020/02/04/new-hampshire-bernies-looking-pretty-good/,http://slate.com/news-and-politics/2020/02/pete-buttigieg-bernie-sanders-iowa-new-hampshire.html?via=rss,"On to New Hampshire, and Bernie's looking pretty good",Bernie’s Supporters Should Be Thanking Mayor Pete,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Dissimilar
1623610682_1622512042,2.5,http://www.queerty.com/kayleigh-mcenanys-excuse-trump-hiding-bunker-simultaneously-hilarious-nauseating-20200602,http://ijr.org/kayleigh-mcenany-call-trump-address-amid-protests/,Kayleigh McEnany’s excuse for Trump hiding in a bunker is simultaneously hilarious and nauseating,Kayleigh McEnany Dismisses Call for Trump Address Amid Nationwide Protests,en,en,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Somewhat Similar
1575623480_1489595928,2.5,http://www.wsws.org/en/articles/2020/01/07/bord-j07.html,http://www.thenewamerican.com/usnews/foreign-policy/item/34563-reports-u-s-border-patrol-detaining-iranian-americans-for-hours,Iranian-Americans detained at US-Canada border in wake of Suleimani assassination,Reports: U.S. Border Patrol Detaining Iranian-Americans for Hours,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1598084842_1625886611,2.5,http://thegreggjarrett.com/biden-campaign-gives-dem-operatives-talking-points-from-nyt-in-reade-defense/?utm_source=socialflow,http://m.dailykos.com/stories/2020/5/2/1942146/-Tara-Reade-backs-out-on-planned-interview-with-Chris-Wallace,Biden Campaign Gives Dem Operatives ‘Talking Points’ From NYT in Reade Defense - Gregg Jarrett,Tara Reade backs out on planned interview with Chris Wallace,en,en,Somewhat Similar,Somewhat Similar,Very Similar,Somewhat Dissimilar,Somewhat Dissimilar,Somewhat Similar,Somewhat Similar,Very Dissimilar
1490723742_1489946248,2.5,http://www.dailydot.com/irl/jillian-michaels-body-shaming-lizzo/,http://dailycaller.com/2020/01/08/jillian-michaels-lizzo-music-celebrating-overweight/,Jillian Michaels doubles down on weight-shaming Lizzo,"Jillian Michaels Insists We Should Be Celebrating Lizzo For Her Music, Not For Being Overweight",en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Somewhat Similar,Very Similar,Very Similar
1592776044_1592599841,2.5,http://www.telegraph.co.uk/news/2020/04/29/remdesivirclear-cut-results-show-gilead-drug-can-fight-coronavirus/,http://www.rawstory.com/2020/04/anthony-fauci-antiviral-drug-remdesivir-shows-clear-cut-positive-effect-in-treating-coronavirus/,Remdesivir: 'Clear-cut' results show Gilead drug can fight coronavirus,Anthony Fauci: Antiviral drug remdesivir shows ‘clear-cut’ positive effect in treating coronavirus,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1519286249_1514761572,2.5,http://dailycaller.com/2020/02/12/flashback-mike-bloomberg-donald-trump-unity/,http://www.mediaite.com/news/bloomberg-campaign-reportedly-paying-social-media-influencers-sweet-cash-for-support/,Flashback: Bloomberg Called For Americans To &#8216;Get Behind&#8217; Trump In 2017,Bloomberg Campaign Reportedly Paying Social Media Influencers Sweet Cash for Support,en,en,Very Similar,Very Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar
1490793011_1490029910,2.5,http://www.commondreams.org/news/2020/01/09/white-house-works-crush-debate-over-legality-iran-strike-democrats-move-ahead-war?cd-origin=rss,http://dailycaller.com/2020/01/08/mike-lee-walks-out-classified-white-house-briefing-angry/,"As White House Works to Crush Debate Over Legality of Iran Strike, Democrats Move Ahead With War Powers Vote","Sen. Mike Lee Walks Out Of Classified White House Briefing Riled Up, And He Didn&#8217;t Hesitate To Say Why",en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1616902836_1617759891,2.5,http://slate.com/news-and-politics/2020/05/black-man-bird-watching-bramble-central-park-leash-dog-call-police-cooper.html?via=rss,http://www.thesun.co.uk/news/11718075/central-park-amy-cooper-christian-death-threats/,A Black Man Bird-Watching in Central Park Asked a White Woman to Leash Her Dog. She Called the Cops.,Central Park banker Amy Cooper gets death threats as black victim Christian Cooper says he ‘can’t say if she’s racist’,en,en,Very Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar,Somewhat Similar,Very Similar,Very Similar
1488814940_1489801941,3,http://www.christianpost.com/news/after-20-years-of-marriage-pastor-fatally-stabs-wife-in-church-then-slits-his-own-throat.html,http://thegrio.com/2020/01/08/kenya-assistant-pastor-kills-his-wife-head-pastor-suicide/,"After 20 years of marriage, pastor fatally stabs wife in church then slits his own throat","Kenyan assistant pastor kills his wife, the head pastor, then himself",en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1505969857_1505428828,2.5,http://www.haaretz.com/world-news/wires/1.8462034,http://ijr.com/iraq-security-forces-clash-protesters-baghdad-cities/,UPDATE 1-Violence escalates in Iraq as government pushes to end protests,"Iraq Security Forces Clash With Protesters in Baghdad, Other Cities",en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1506038539_1508267340,2.5,http://www.politicususa.com/2020/01/27/schumer-bolton-trump-cover-up.html,http://twitchy.com/brett-3136/2020/01/28/sen-chuck-schumer-insists-hunter-biden-has-nothing-to-do-with-the-facts-of-the-impeachment-trial/,Schumer Pounces As Says Bolton Has Brought The Trump Cover-Up Out In The Open,Sen. Chuck Schumer insists Hunter Biden has nothing to do with the facts of the impeachment trial,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Dissimilar,Somewhat Dissimilar,Somewhat Similar,Very Similar,Very Dissimilar
1487322013_1487295202,2.5,http://dailycaller.com/2020/01/05/ricky-gervais-jeffrey-epstein-monologue-golden-globes-video/,http://www.mediaite.com/entertainment/zero-fcks-given-ricky-gervais-rollicking-globes-monologue-completely-blows-up/,"Ricky Gervais Says Jeffrey Epstein Didn&#8217;t Kill Himself During Golden Globes Speech, Tells Award Winners To &#8216;F**k Off&#8217;",&#8216;Zero F*cks Given&#8217;: Ricky Gervais&#8217; Rollicking Globes Monologue Completely Blows Up,en,en,Very Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1591761729_1590440491,2.5,http://www.christianpost.com/news/dr-ben-carson-talks-about-national-day-of-prayer-at-coronavirus-press-briefing-235694/,http://truthout.org/articles/future-of-covid-briefings-unclear-as-trump-pushes-for-a-different-focus/,Dr. Ben Carson talks power of prayer at coronavirus press briefing,Future of COVID Briefings Unclear as Trump Pushes for a Different Focus,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Dissimilar,Somewhat Dissimilar,Very Similar,Very Similar,Somewhat Dissimilar
1622646437_1621640104,2.5,http://www.opednews.com/articles/Redistribution-by-another-by-Dave-Lindorff-Coast-To-Coast_George-Floyd_Police_Poor-Peoples-Economic-Human-Rights-Campaign-200601-542.html,http://amgreatness.com/2020/05/30/kneelers-and-submitters/,Redistribution by another name: Looting and Burning as  Poor Lose Fear and as Coas Pent-Up Rage at Cops and System Grows,Kneelers and Submitters,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar
1485196900_1485838740,2.5,http://www.haaretz.com/world-news/wires/1.8350653,http://dailycaller.com/2020/01/03/trump-war-iran-soleimani/,Iran's Zarif says Soleimani killing will boost resistance in region,"Trump: We Took Action To Stop A War, Not Start One",en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Very Dissimilar
1485637053_1488721250,2.5,http://www.haaretz.com/world-news/wires/1.8351557,http://freebeacon.com/national-security/putin-makes-rare-visit-to-syria-meets-assad/,France calls on Iran to refrain from provocation after U.S. air strike,"Putin Makes Rare Visit to Syria, Meets Assad",en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Somewhat Dissimilar
1520689494_1524180717,2.5,http://www.haaretz.com/world-news/wires/1.8532065,http://ijr.com/bloomberg-qualifies-next-debate/,"UPDATE 2-On the trail: Bloomberg targeted by Democratic rivals, Biden raises money for crucial states","Bloomberg Qualifies for Next Debate, and Rivals Are Getting Ready",en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Somewhat Similar
1623586715_1623956910,2.5,http://www.thesun.co.uk/news/11768666/minnesota-files-human-rights-complaint-against-minneapolis-police/,http://www.advocate.com/crime/2020/6/02/minneapolis-police-being-investigated-years-racist-malpractice,Minneapolis Police investigated after being charged with human rights abuse over George Floyd’s death,Minneapolis Police Being Investigated for Years of Racist Malpractice,en,en,Very Similar,Somewhat Similar,Very Similar,Very Similar,Very Similar,Somewhat Similar,Very Similar,Very Similar
1500903956_1499303219,2.5,http://www.gopusa.com/hillary-clinton-says-nobody-likes-bernie-sanders/,http://www.mediaite.com/election-2020/bernie-sanders-when-asked-if-gender-remains-an-obstacle-for-women-politicians-the-answer-is-yes/,Hillary Clinton says &#8216;nobody likes&#8217; Bernie Sanders,"Bernie Sanders, When Asked If Gender Remains an Obstacle for Women Politicians: &#8216;The Answer is Yes&#8217;",en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Dissimilar,Somewhat Dissimilar,Somewhat Similar,Very Similar,Other
1629202678_1628523293,2.5,http://ijr.org/bidens-distances-push-defund-police-departments/,http://jezebel.com/minneapolis-city-council-pledges-to-dismantle-police-fo-1843946360,Biden’s Campaign Distances Itself From Push to Defund Police Departments,Minneapolis City Council Pledges to Dismantle Police Force,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar,Somewhat Dissimilar
1606727052_1605890963,2.5,http://dallasvoice.com/melissa-etheridges-son-dies-of-causes-stemming-from-opioid-addiction/,http://dailycaller.com/2020/05/13/melissa-etheridge-death-21-year-old-son-beckett/,Melissa Etheridge’s son dies of causes stemming from opioid addiction,Melissa Etheridge Shares Heartbreaking News Of 21-Year-Old Son’s Death,en,en,Other,Other,Other,Other,Other,Other,Other,Other
1510909762_1510166351,2.5,http://ijr.com/end-draws-near-trump-impeachment-trial/,http://www.haaretz.com/world-news/wires/1.8472430,End Draws Near in Trump Impeachment Trial as Democrats Likely to Fall Short in Vote,UPDATE 3-Democrats push for witnesses in Trump trial; Republicans hope for quick end,en,en,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar,Very Similar
1527123005_1525949818,2.5,http://www.thenewamerican.com/usnews/politics/item/34934-debate-hate-bernie-and-bloomie-under-attack-as-america-loses,http://slate.com/news-and-politics/2020/02/michael-bloomberg-democratic-debates-attacks.html?via=rss,Debate Hate: Bernie and Bloomie Under Attack as America Loses,Democratic Candidates Tear Into Mike Bloomberg to Start the Debate,en,en,Very Similar,Somewhat Similar,Very Similar,Somewhat Similar,Somewhat Similar,Somewhat Similar,Very Similar,Very Similar
1493963375_1493974922,2.5,http://www.haaretz.com/israel-news/elections/.premium-the-israeli-left-s-labor-meretz-linkup-an-alliance-forged-by-fear-not-love-1.8398656,http://www.dailytelegraph.com.au/news/breaking-news/israels-leftwing-parties-merge/news-story/8015893b6f674aa5040b03d0e590d091,"The Israeli left's Labor-Meretz linkup: An alliance forged by fear, not love",Israel&#8217;s left-wing parties merge,en,en,Other,Other,Other,Other,Other,Other,Other,Other
