,United States,Mexico,Dominican Republic,United Arab Emirates,India,Lebanon,Spain,United Kingdom,Luxembourg,Russia,Canada,Germany,South Africa,France,Bolivia,Nigeria,Philippines,Argentina,Switzerland,Central African Republic,Pakistan,Italy,Saudi Arabia,Panama,Kenya,Belgium,Austria,Singapore,Egypt,Iraq,Yemen,Jordan,Congo,Mali,Tunisia,Bahrain,Morocco,Qatar,Oman,Chad,New Zealand,Australia,Burkina Faso,Malta,Ghana,Trinidad and Tobago,Malawi,Venezuela,Colombia,El Salvador,Turkey,Honduras,Ireland,Kyrgyzstan,Poland,Guatemala,Paraguay,Uruguay,Kazakhstan,Cuba,Cameroon,Puerto Rico,Algeria,Holy See (Vatican City State),Liechtenstein,Jamaica,Ecuador,Taiwan,Costa Rica,Cyprus,Belarus,Senegal,Mauritania,Fiji,China,Haiti,Nicaragua,Ivory Coast,Benin,Sierra Leone,Mauritius,Uganda,Saint Kitts and Nevis,Monaco,San Marino,Saint Lucia,Papua New Guinea,Nauru,Madagascar,Tonga,Brunei,Bahamas,Libya,Zambia,Antigua and Barbuda,Guyana,Barbados,Guinea,Vanuatu,Rwanda,Namibia,Comoros,St. Vincent and the Grenadines,Somalia,Samoa,Dominica,"Tanzania, United Republic of",Seychelles,Grenada,Belize,"Virgin Islands, U.S.",Burundi,Gambia,Sudan,Niger,Liberia,Lesotho,Togo,Gabon
Liechtenstein,0.3059173942780743,0.30527473083639045,0.2989582853902908,0.20542924488198944,0.29237962759299774,0.22001194772945265,0.24657062302597643,0.33167529187322475,0.33705514948323456,0.3099627353755703,0.3049925083544226,0.3630176474902137,0.3057896040500293,0.3593108254198156,0.20860406129871967,0.18012016159427802,0.3318658595773142,0.23978187323607025,0.37697338274030634,0.24347000795065865,0.2794597747622206,0.2648492979438194,0.21648961159338853,0.2743721325059436,0.25507890572138125,0.34560858475612466,0.32404355920978234,0.2772305433683103,0.18562249437904765,0.1884357521158475,0.185442752257432,0.1990789461781748,0.26418927632898614,0.1868914175855234,0.2155616899383883,0.17571975643016846,0.2654032949508357,0.21617252246457574,0.19537096016377486,0.2801507583158095,0.2283188668874414,0.27445139701475696,0.17027241242560365,0.24146499100870655,0.2655385444750731,0.17787047218094787,0.19418993224646564,0.2936071912851562,0.25864098017874537,0.2736655394596629,0.23101380123661996,0.2867520259042141,0.2961555472648666,0.19377825934384918,0.29457377955223896,0.2678105055357455,0.23528055046528318,0.27698717715448484,0.22751912209351943,0.26725418530964296,0.27213849427544523,0.27659338465888483,0.2340226164842807,0.2723437709198495,1.0,0.1991270122510359,0.2628293366756018,0.27244431577322414,0.26681446021616817,0.23862423305739056,0.22414477520121612,0.2585513185461763,0.20219767539715006,0.20238328413392903,0.23304617228738378,0.1674453888423023,0.2695710951890613,0.23297810987600032,0.23120276284358676,0.18068878260098342,0.23657834724965565,0.25052058136064903,0.2183578064059346,0.21299706561898513,0.18025127750830727,0.20676106412056283,0.1917925169903576,0.1742015527472348,0.1699736858865153,0.1881645392197625,0.1674453888423022,0.17602197185959756,0.17506283217636398,0.18977670440388938,0.17085282549715985,0.17658449477091887,0.21657752408780884,0.21490735574503872,0.176463705364433,0.22919844847466508,0.1737501996580071,0.17212994238246515,0.215585750665787,0.18218276481365214,0.18380910570157305,0.18711169544181183,0.18239501777982725,0.1674453888423023,0.19254178665220367,0.17181234274745938,0.17267444520934006,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1764211921452319,0.18124336238277072,0.1674453888423022,0.17460424750831682,0.1674453888423023
Jamaica,0.2819961758168973,0.2747301787517089,0.27073366836851287,0.20241222994186492,0.3218113218006453,0.23392379081889403,0.21292388072353452,0.30648885801503045,0.26302606894102176,0.3148977232075253,0.3096751774056966,0.26041893826682605,0.33987231281238184,0.27132459495436234,0.20510558749127017,0.18480781952841485,0.33362031852528273,0.21901445923096818,0.24886631256201996,0.26617444414619795,0.3060394974075953,0.21902694117356936,0.2023705377684375,0.2502130825427814,0.3051005839576778,0.28286022413101775,0.22054561545927986,0.30739595608994796,0.17759458719600885,0.17723097356947493,0.18143328762730204,0.19367474153730635,0.26928034206550966,0.17289921061976687,0.18102879637665303,0.17104744172079944,0.2483080167557976,0.19619169063730613,0.20936573611268017,0.22183752398202683,0.3042124855031947,0.2914945878162877,0.17218781350125156,0.25607361518156857,0.28647308408219463,0.18233115193195681,0.21920152218771094,0.25153145144097133,0.2595343330227543,0.25456349617862206,0.20005837192664777,0.26558143185553185,0.2993560720402866,0.1948916634955068,0.23781239132839171,0.2726659116894077,0.24475046772289843,0.28124517487124656,0.23126118581961141,0.25894249419729976,0.2710414035580444,0.2513941865071786,0.20826216368725436,0.2793033322225724,0.1991270122510359,1.0,0.2583737480498989,0.2597625506601339,0.2583505439678675,0.2183142144846627,0.19445377216335713,0.18529023445258153,0.20397988711814186,0.23498813238436567,0.20755006402142306,0.18743682567916964,0.263103998249151,0.20027293614250152,0.20682873028278081,0.22169668391427721,0.25347489610645035,0.21505924273754218,0.22981006024661532,0.1796371974876747,0.1707413795685192,0.32046391398269447,0.20011981973696713,0.2231809769073252,0.18713233385931993,0.2415742563483131,0.19715414738108994,0.2236885315208682,0.17930972083489094,0.2485498881744337,0.19419999254752496,0.1847074265074381,0.18900472868247153,0.19600209422540504,0.17657155474983754,0.2419534030963283,0.24072327237250757,0.18410307084579114,0.19986570406636117,0.20799416002066184,0.21185709873440806,0.1674453888423023,0.23851013717622582,0.20332684678314583,0.1791103903777017,0.20139072194511431,0.17473734851582134,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.17248092219209743,0.1758187649303603,0.1674453888423023,0.17360747665270548,0.1674453888423023
Ecuador,0.31400596816248316,0.5193367286503121,0.5231185320101471,0.20630293730269034,0.32225539588095153,0.23498503631043888,0.34081536212640595,0.36490848957314026,0.35502608447388095,0.359848014442,0.3403650890134561,0.359547559342676,0.3231202881940407,0.4350364985930195,0.2971493710869143,0.1868001811309089,0.35263026616852,0.3643687220798164,0.39573666240792715,0.29861658937161484,0.30343396303030745,0.34156693818478234,0.2172425714586037,0.47119087619309963,0.27262535503631635,0.4550594757307356,0.3308311880717495,0.3028164709043961,0.1935951399740653,0.19172817157043998,0.19335177524211267,0.20144983670311445,0.2660609250082574,0.23506171535993925,0.23651271300953813,0.17928678011378363,0.32646109312582106,0.22075029907964727,0.22996968299545006,0.25431019528521215,0.2615312795875818,0.3005984489679442,0.17943725114113251,0.27445559880990333,0.3013528033233438,0.2077114434561006,0.2154451329808491,0.5204435901302762,0.5466714060920874,0.45608742995023277,0.2303185960638804,0.47136990113316046,0.3007530915730484,0.2047839148612618,0.2954159952981805,0.4862212399441218,0.3915489253933633,0.4435203321583827,0.27731572224376766,0.4574047668063036,0.30164032988852774,0.42757851744148945,0.2714987133146396,0.31098557404913296,0.2628293366756018,0.2583737480498989,1.0,0.2782298886530393,0.44579848205851436,0.2374735273492251,0.258936130224069,0.32263530053603473,0.20367215891022872,0.2117344449521098,0.26841222503466533,0.20531485428735696,0.4252680846888155,0.23500691883780156,0.25557343453418646,0.20968754071252238,0.27652722498714377,0.26879284039824414,0.2628244456921618,0.2548406387882387,0.186831637747219,0.23470404448955784,0.18959111944758367,0.1985284318263557,0.20020570251286463,0.20306639542340144,0.21374559023837636,0.2449333196826673,0.1779858814493469,0.22717006861990718,0.19616493777722654,0.1913350879558553,0.19948541830876843,0.2063096103097367,0.18418435037251268,0.1845361558620674,0.19205747685059427,0.1807185966956013,0.21091593468262448,0.19960883620277636,0.21436738186949278,0.18155660509861526,0.20010139569355245,0.18867654303875214,0.18312628939119735,0.17642279824657203,0.17374483734562873,0.17500469680394903,0.17744858791450313,0.1674453888423022,0.17901931906676072,0.1820324451157901,0.1674453888423022,0.17744858791450313,0.1674453888423023
Taiwan,0.4095487531142079,0.3277383649317738,0.31260498317123886,0.20367943774673936,0.34533166114840963,0.24287072399719445,0.23898062448444968,0.38826103854623606,0.340374754579715,0.3062080757263004,0.41631576655410274,0.3279596296489451,0.3687191717654347,0.3524762663196621,0.20785593601432995,0.18608284269562536,0.3801116124592202,0.23997817210521577,0.3550916443877098,0.28221531150396795,0.3414456649217088,0.24327184603616303,0.21617642227475276,0.2932140087979862,0.30223623390377985,0.3426622554917742,0.2785822523646898,0.40500053166032435,0.18178816504501694,0.175265914460224,0.17984202508637714,0.18263041801932545,0.31729546327649416,0.19119702796086835,0.20208733207638852,0.17177325794304987,0.26102135893047085,0.22414263726953387,0.20415404940421256,0.2589556336838692,0.3038141982572772,0.3319188148646175,0.17608134410952447,0.2511129583799756,0.30927352278876097,0.17644686892325345,0.21120374865863978,0.28820103507929085,0.26391823270527104,0.2639069396787592,0.21094227715707425,0.3207875688216373,0.34123784129173584,0.18915175426206599,0.2666028270352081,0.27100684585384827,0.25423996600324394,0.27035859693057884,0.22343760280055025,0.2755075585438769,0.31228174799575137,0.2959020084381182,0.21479515750158285,0.2465656119852463,0.27244431577322414,0.2597625506601339,0.2782298886530393,1.0,0.3026960515633972,0.2168135917950873,0.20523080609610767,0.25208977004048316,0.20878086892019898,0.23178473530625188,0.2573544473382857,0.18231695548694948,0.2419880848252265,0.21543317897478564,0.2329968657147743,0.2108465167683553,0.22894437638678677,0.25274564118290554,0.2461792110050226,0.2053673286308223,0.16995146946618445,0.29372055058333857,0.1919724179736848,0.21824610160694657,0.22634208721434168,0.20800861075642707,0.18807365924516217,0.1994010449951218,0.17926118492828835,0.24430437981472863,0.18154907685049526,0.19551156232807165,0.18558041045378315,0.2048831392331254,0.207774056677689,0.1972024907158758,0.19141609342692611,0.17404367056896697,0.2608942472992284,0.19685243851796086,0.1820882384142607,0.17285269290309302,0.19355532943899711,0.17433403017304105,0.2006011448786199,0.18087247776254012,0.16898686065052604,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1748910792088718,0.1927350848923639,0.1674453888423022,0.17153671798426995,0.1674453888423023
Costa Rica,0.3426149880941247,0.4797415499558325,0.502727265820757,0.23420500776744602,0.35005856310915007,0.274085099016097,0.3630991646014077,0.36039884973285374,0.3371892690832493,0.411863691387067,0.36946126385260325,0.3690035537669796,0.3436443802428939,0.4297866478939132,0.28835209062033995,0.19093429269781304,0.3840472909863163,0.3479182279075054,0.39842850260502294,0.2989809586740153,0.35805935715389825,0.3229995230814965,0.23975347355415055,0.4097059848050637,0.2842750637905539,0.4302344747240554,0.3271673165970381,0.3293448746421702,0.2004588488295389,0.20150323438615247,0.20564067879519143,0.2172291321211478,0.3081227537694935,0.2192743118907451,0.2477909833428671,0.18065626336263885,0.3129973080423495,0.2464783477956467,0.22500309912056426,0.2736932480611166,0.2789265495136565,0.31220473258489656,0.17305500723007394,0.23509201644387845,0.3173336879663735,0.20927786822255134,0.20671230331989454,0.4806732832864852,0.44645551607884537,0.43026724831478436,0.24319271663890019,0.45528449619673317,0.2979954813096267,0.20451964020001512,0.3140310539598413,0.4312723003675384,0.3654335479752636,0.4355299332310314,0.27477888702675446,0.4810725483682132,0.33272106678545554,0.42538444869646763,0.31367309533274124,0.28960862064034,0.26681446021616817,0.2583505439678675,0.44579848205851436,0.3026960515633972,1.0,0.23519586167966022,0.26640130393527806,0.32553310099441013,0.22048882619137533,0.2096856690826283,0.2789927117294272,0.19612470458532782,0.3787236984085933,0.24622158591225263,0.2764169980580432,0.22258845497371738,0.26869208273542144,0.2871287123988845,0.274826426544727,0.22697139482841666,0.16844973023284215,0.2385512728891266,0.1807707490611703,0.18241754418171774,0.21768768953706596,0.19044377680081326,0.19937309455749586,0.20459289470824837,0.17744986328817092,0.22072270234232882,0.1992966333284648,0.17874576707980905,0.1900172882770872,0.21675007428137127,0.18363892423576378,0.1896548856286615,0.19284861648578344,0.18281180649062223,0.2343394737673138,0.2062529187330009,0.20821767939594094,0.17704706812669369,0.19719677554353954,0.19961055949848816,0.181627790085233,0.18767932480139882,0.18433088895758654,0.17156176544799928,0.1740113021291032,0.1783677504876685,0.17726778313851188,0.1801862899244373,0.1674453888423022,0.1674453888423022,0.1674453888423022
Cyprus,0.2450556004743656,0.25458100085508484,0.2655802491368624,0.24782429974407727,0.27171610493975784,0.24454965526836525,0.22628227031946324,0.29550174221650016,0.2576327669157079,0.3217554933884814,0.27564991042189346,0.2791568039040683,0.28593298771665654,0.27663812842671487,0.19494229045517897,0.18051254235017933,0.27410890110023245,0.22175518147037365,0.2699564525252981,0.22021899119286847,0.26654379004145723,0.23311193629035054,0.27023940909936495,0.24896953777959474,0.24650824414462125,0.2889541294741873,0.2671227197138991,0.25432990313333237,0.22054107884549934,0.22454278073076062,0.2335692942963914,0.2337221150337142,0.20892059484488312,0.16841833904482706,0.22801496616862804,0.18582253388790204,0.2318592113030975,0.23481435477875545,0.21478256694969022,0.22603618845710172,0.251062054012655,0.24818870246829827,0.17104786412646633,0.22836221264110834,0.2738484989976824,0.1898542314010263,0.18705598842626614,0.2419069098897112,0.23008948804736162,0.24206839945779124,0.5613439010353342,0.2525251720218058,0.26403923608245605,0.21029135733272963,0.2597425322133362,0.2324207359602437,0.22450214453224693,0.22984387680982832,0.27922632287611515,0.23452890710164231,0.21468554047218846,0.22755247448374072,0.2624022354850267,0.22986585028985718,0.23862423305739056,0.2183142144846627,0.2374735273492251,0.2168135917950873,0.23519586167966022,1.0,0.2703364865357183,0.2176863917250198,0.17764922632210578,0.18170353871076672,0.24274454617068797,0.18141910238791714,0.2176375816413083,0.20721619818213266,0.21339365854922554,0.19626329646741902,0.1969918652971886,0.20622947933815594,0.2094687890384721,0.19037774531146823,0.192640125370227,0.20758171467244446,0.16870056247819976,0.19702895960488298,0.17010479178975224,0.19534116139652857,0.18570725366266416,0.17764876114354933,0.21423312988342758,0.19560619538485513,0.19281892102882148,0.23322972055346347,0.16936288193364568,0.1836946844741011,0.17212193232613537,0.23887716476855458,0.18727773800917868,0.17477722353675673,0.18431571435491,0.20768135156566558,0.17845536299795817,0.17917977128393847,0.211189165016198,0.1903317542691727,0.16870056247819976,0.17467699835522543,0.16881116282936037,0.20376225751109134,0.22471583517193394,0.180671770353254,0.17125571724169464,0.17331518439033933,0.1674453888423023,0.1674453888423023,0.1674453888423023
Belarus,0.21879412068134863,0.2594045036669044,0.2658646772230865,0.22658335382519246,0.23611323575661392,0.23018203260245262,0.21710138241645394,0.24439182026859196,0.24084014347878124,0.35324937271819734,0.2531836631485571,0.25772178812645974,0.2491334803377353,0.2664276548277319,0.20657089076662827,0.17446543747371157,0.23417090882283587,0.22077186699666718,0.26192792732232983,0.20860795859134473,0.2450288962115259,0.21794918354507598,0.23544019821650775,0.2629215988365943,0.22167414765089988,0.2824871081606132,0.24592909744106506,0.21727153654836784,0.20832007699781518,0.22103591567383662,0.21565768985966738,0.2275238854234155,0.2069664888208248,0.1804804955163929,0.2532422703805759,0.1839394475883166,0.2359043619383474,0.2332349656623568,0.2307953048749818,0.24122778296521274,0.22578890452089062,0.22401648183948142,0.1772571755905047,0.20027445716116443,0.244811316123282,0.21640031750061228,0.17077749260498776,0.24647162798987576,0.2523449031052609,0.25846145220041206,0.2799212622523949,0.24087108124931245,0.23033731127703794,0.23026865134023333,0.2931008862912573,0.25129107899763914,0.24326690026142606,0.23480207194739322,0.3657506158831886,0.255660717988063,0.24561468177619183,0.2213514185370743,0.27037906053663086,0.21624641017605462,0.22414477520121612,0.19445377216335713,0.258936130224069,0.20523080609610767,0.26640130393527806,0.2703364865357183,1.0,0.24224269280472344,0.20991668431025812,0.1886026550965505,0.23359812498210641,0.1674453888423022,0.21185039312243903,0.22997895802476098,0.21786089683445053,0.18480912589873832,0.22263872098967585,0.19399489561480499,0.25948123156593716,0.2330502278814418,0.1674453888423022,0.20647534608925433,0.19051829848794455,0.17091279549397276,0.1674453888423023,0.19854260142593572,0.17514070160306272,0.18236433493748272,0.18334639397613717,0.17322835826777605,0.1674453888423022,0.22872608166413333,0.17058418324917834,0.17215990379632973,0.17109510749865742,0.17601703157021842,0.19445022423616332,0.1729454296257421,0.22737111962632384,0.22932568399562403,0.20530433024567607,0.1674453888423023,0.17297438750219685,0.1749382722449202,0.17977911931405488,0.1674453888423023,0.17621690137052481,0.23331251921690044,0.28263735922898925,0.1674453888423022,0.17800503574822035,0.17582672428608404,0.1674453888423022,0.1674453888423022,0.1674453888423022
Senegal,0.2353976680717108,0.3249676902712576,0.30636528633161586,0.20430832977144064,0.25518703538946386,0.2192947871169837,0.24716626309627787,0.26734486239240407,0.31207925587801855,0.29482872012504435,0.2607095307107369,0.28924990537982376,0.25807834035910804,0.36227691116319094,0.21493739276019974,0.18328529213359124,0.2915068553163781,0.25981500621168785,0.303841613611613,0.25047919547505626,0.2605507756769112,0.27812501552838953,0.21372967637126994,0.32169645475486397,0.2408875240125944,0.3591567388728234,0.27901909101265643,0.26445858042438186,0.19723704564958555,0.19454370685084066,0.196763440869554,0.20589826003476275,0.2356496117551311,0.2603566878926564,0.25226966092483405,0.18037934881745332,0.2890408596079985,0.21847200622965113,0.2036138282578297,0.26116186537190345,0.21841823775093283,0.2403983125149911,0.1674453888423023,0.22912286455389108,0.2834175342432155,0.2139543388021734,0.2377605322671572,0.3150897024892083,0.3370167762385883,0.3225648045548617,0.21394746526850594,0.3136786707556237,0.223221405062631,0.174379988711998,0.25476965185935885,0.31972046651645547,0.31285736966714983,0.2860328017060695,0.2644202347217077,0.29091117013913426,0.25658282927808174,0.280698245896842,0.3061734518714191,0.25991127708440054,0.2585513185461763,0.18529023445258153,0.32263530053603473,0.25208977004048316,0.32553310099441013,0.2176863917250198,0.24224269280472344,1.0,0.21134756134641264,0.20013019817045297,0.2290934126095362,0.1863280938009706,0.2884712358358691,0.26545289106032877,0.264940960442137,0.21199620301969413,0.29277040997518133,0.2667782327681846,0.25150284580137305,0.2539841966644235,0.1868333282606034,0.2299451823988713,0.2029888988457358,0.18901057841447688,0.2501364545631366,0.19822311964590844,0.1984480422102094,0.18065478249584788,0.19364668039872301,0.182891829352249,0.17825888224788777,0.17811075507002483,0.2080731293547815,0.22933091772074543,0.18292938539261028,0.17207933429845235,0.17556378282979423,0.19425238659223065,0.17370843947151604,0.17899669602266244,0.18682408241272008,0.17516511033230586,0.18022486897314427,0.16997386403398784,0.17051838222171944,0.1759170030239272,0.17428863256759952,0.17428863256759963,0.17760555942878054,0.1674453888423023,0.1674453888423023,0.1707450400084055,0.1674453888423023,0.1845366242764629,0.1674453888423023
Mauritania,0.20278646036831827,0.22522650058156923,0.21837936012670978,0.17783766397624967,0.210253628632595,0.19338720222872685,0.19257452157513788,0.20465423956809636,0.20746821954846995,0.22436886787662014,0.21642531238057217,0.2169297989870005,0.214590952825082,0.21974115127437,0.1781612356983826,0.17330421960228626,0.20563580178937113,0.19430285054745966,0.2202260218076022,0.18055722035099864,0.21160350316902865,0.20648410405391993,0.182722054194966,0.22665275884994884,0.20960564924074676,0.24114994577022408,0.2117094162789971,0.20261635755401453,0.17333187440601872,0.174141127581379,0.17417646146838517,0.1803295669099212,0.20762820072272503,0.1737832131723238,0.20653190322009696,0.1703942203655744,0.20865553078135202,0.179811666360302,0.16962786609727531,0.19601885218970005,0.21505012787768585,0.18957541845812143,0.1674453888423023,0.19212720864231536,0.19596232398026003,0.1674453888423023,0.17410247206427276,0.20879886634871536,0.20433946256669766,0.2059142796105201,0.17900701378854667,0.2250451404971091,0.19836426331134183,0.1741832190890953,0.22515478653340504,0.2368337967259757,0.2117988607733926,0.21946346949406137,0.18070364051566457,0.21401458920987326,0.22961131227558595,0.21145125519770724,0.24375093632658051,0.21058360291836853,0.20219767539715006,0.20397988711814186,0.20367215891022872,0.20878086892019898,0.22048882619137533,0.17764922632210578,0.20991668431025812,0.21134756134641264,1.0,0.17835427311729768,0.1871281173200976,0.1674453888423023,0.1883219367756669,0.238531820818371,0.19176834728463477,0.17440302666494711,0.17293310934346073,0.18066930063972064,0.2124052156360834,0.1674453888423023,0.1674453888423023,0.1779116974625219,0.1674453888423023,0.17446752490973316,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.17722742345089804,0.18890165436087158,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.17496829061495678,0.17421853779130836,0.1674453888423023,0.18047729924084632,0.23332279961664948,0.18273628778413764,0.17460141454418643,0.1674453888423023,0.17262743304799333,0.1674453888423023,0.17793084485629285,0.1674453888423023,0.17973950428118546,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423023
Fiji,0.23800278070657,0.22488351299332265,0.22606635655384189,0.17486474076586223,0.22443678185126925,0.18340889003615146,0.18852836067491308,0.22928152435640026,0.23687297871304824,0.2157485617338425,0.22763045228305134,0.19809399564906016,0.23190225610574167,0.23377135782438074,0.17854786624008767,0.17325150509736176,0.25693229998058453,0.18889524565672322,0.2145117799713263,0.23947101061133302,0.21079979673645433,0.187067018636065,0.18050023663964343,0.22925320870989052,0.23489150721329177,0.2199320859286522,0.18942020752807032,0.2331942228625694,0.16947846916233678,0.16909037151477146,0.16794965789135619,0.16933951668000402,0.21699256093299368,0.1848441338312693,0.18188946283059315,0.16770057916792613,0.20762028371696428,0.1799138975699639,0.1850341803328488,0.19734999123321872,0.2150519173959451,0.21755330948303786,0.17968075455366062,0.20162236142528234,0.2222342875800407,0.17459492757466333,0.1674453888423022,0.19760322706265177,0.22132756463782366,0.21411336488258992,0.18389811527087174,0.21657798830408814,0.21095189622720112,0.17872101273698138,0.1883980670977552,0.22362771182245833,0.23202457673999932,0.23929050552397024,0.20508589881068895,0.21621024941127187,0.2182588662143431,0.21666336375074335,0.18472537518562182,0.2148083184207108,0.20238328413392903,0.23498813238436567,0.2117344449521098,0.23178473530625188,0.2096856690826283,0.18170353871076672,0.1886026550965505,0.20013019817045297,0.17835427311729768,1.0,0.19401144376861834,0.2007238410826726,0.2303733555490366,0.1756976350363998,0.18298175148810536,0.19292898412254644,0.2221804854527596,0.21468738440785506,0.17434731566385164,0.18987848948479324,0.1674453888423022,0.21533688529992956,0.24519651686528587,0.19971489770626571,0.19882421356240787,0.24052799797391988,0.23215252810599019,0.2285949956983866,0.17047965619825356,0.23253367457316199,0.1674453888423022,0.17976586986546939,0.173036985590315,0.20133444452922888,0.19493152372686362,0.1735826693499538,0.17659585630592745,0.1674453888423023,0.21538614899037278,0.17675958234379552,0.17391430941485508,0.1674453888423023,0.1817680386541769,0.22748821231294103,0.23504532261495859,0.1839149680414478,0.1674453888423022,0.18068417068412068,0.1674453888423023,0.1674453888423022,0.18068417068412068,0.20956059002273264,0.1674453888423022,0.1674453888423022,0.1674453888423022
China,0.27295572591342776,0.30583599701526953,0.2989974154232947,0.2083756589193294,0.3004930289022264,0.22977052378137952,0.24290692275766979,0.30029357574531346,0.2642376375462995,0.30725151244756554,0.3030803703600762,0.28465415815341544,0.28444847877335133,0.30479048026358235,0.2125492995786561,0.18571565878839835,0.3145503110100507,0.2477605910771138,0.287087695792974,0.2279915796719476,0.2877533197419495,0.24409695153934297,0.2160512917823736,0.26287881186731943,0.24909335838651492,0.30298446741341334,0.26487738347500345,0.28831827553345535,0.1904684732342128,0.18878912021541305,0.19014520041830463,0.19427675080498397,0.23335391349149404,0.1797616245058794,0.20923175743250666,0.17693669752293406,0.25530926317322866,0.2121190950638039,0.19900051264827512,0.23616588215996837,0.2370696168640728,0.26886083391260673,0.1785794266167242,0.21815064654243832,0.25067084608987966,0.18985517752404413,0.19027957443709476,0.2826998233672653,0.27755216986938613,0.26649139377428854,0.24261052951391404,0.27879562752617093,0.25364239301907243,0.20456939328831225,0.24813285560922138,0.2588068263733444,0.2550082003563293,0.2585166419457856,0.2528522398391183,0.27144764405048016,0.23076368773572187,0.2722992856444856,0.23640931929806264,0.22374479561281546,0.23304617228738378,0.20755006402142306,0.26841222503466533,0.2573544473382857,0.2789927117294272,0.24274454617068797,0.23359812498210641,0.2290934126095362,0.1871281173200976,0.19401144376861834,1.0,0.18165536687490702,0.2412613807474735,0.19889075562503578,0.22539947274751027,0.18377964484637588,0.22039707502602224,0.2165928163883737,0.2138975368897429,0.1958470454629927,0.17042632430911264,0.20772918337310575,0.1768247262786935,0.18150973146208826,0.1814806799494092,0.19244257236969764,0.19852395449070293,0.19064957218381418,0.18335286595930445,0.1917096977664905,0.1874728477197335,0.19060036774131017,0.17859210180540164,0.1899967205719233,0.17878302755991293,0.18321283636873886,0.18480342282773088,0.17371077645799782,0.2109901842050249,0.19154029288576047,0.19525016108373627,0.17079948750986418,0.1948777357152639,0.1762368685902791,0.17198435909201082,0.16867789028255054,0.1705227388083126,0.17493433668461433,0.1818982584964679,0.16790502835256071,0.17751360199513444,0.17711371264518883,0.1674453888423022,0.16960260665134852,0.1674453888423022
Haiti,0.18764332200867861,0.19908861143696766,0.19424359906118638,0.16802352993774095,0.1823669189314453,0.17119556148527326,0.17907944910165075,0.18622517813157224,0.1979489926899447,0.19032750587454905,0.18988091615036118,0.1854641624821547,0.17822090731881657,0.1991694760775501,0.1733780345820911,0.1685266285248802,0.20087803893055156,0.18432777620057472,0.182447480322812,0.20429963081758895,0.18127630652709215,0.1816756007254663,0.17144757091190266,0.2034504303779089,0.18956807253140284,0.19409491857692796,0.18745266875671907,0.18803572343812414,0.16838156456671083,0.1695154654708695,0.16870806540501537,0.1674453888423023,0.20821822842261917,0.1674453888423022,0.16944800745190536,0.16799804769878235,0.20377375733007685,0.16824719905770713,0.17704310259081146,0.188988046917258,0.19617909030108294,0.18416671182005895,0.1674453888423023,0.19733956070766145,0.17579558834450215,0.1674453888423023,0.2323638394157892,0.1926959850591382,0.20016192512131425,0.202634147204931,0.17558415079724798,0.2015283526284477,0.1822974894416537,0.1674453888423023,0.16853190116689742,0.21200567199465714,0.2352234290050632,0.20806508265135704,0.17737028594349435,0.1928787102938999,0.19032279758998816,0.19411138857576293,0.1758037251138561,0.19954826309759244,0.1674453888423023,0.18743682567916964,0.20531485428735696,0.18231695548694948,0.19612470458532782,0.18141910238791714,0.1674453888423022,0.1863280938009706,0.1674453888423023,0.2007238410826726,0.18165536687490702,1.0,0.1889608896486199,0.1674453888423023,0.18481094176047252,0.212553792700939,0.19724528988768542,0.18996476680353624,0.17269586102333723,0.18463236041484632,0.1674453888423022,0.19581436679364894,0.22413834449856118,0.20142613875683124,0.2557708423554793,0.2115458040118232,0.21204291594030655,0.23788084380738672,0.1674453888423023,0.18596089002571137,0.1674453888423023,0.1674453888423023,0.23638656206580055,0.1674453888423023,0.1674453888423022,0.1674453888423023,0.1674453888423023,0.2697826152195111,0.1674453888423023,0.17497880100246666,0.1674453888423023,0.1674453888423023,0.17518463957885244,0.1674453888423023,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1674453888423023,0.1674453888423023,0.1674453888423022,0.1674453888423022,0.18862484312617311,0.1674453888423022,0.1674453888423023,0.1674453888423023
